Proteome Id	Organism	Organism Id	Protein count
UP000052104	Rose yellow vein virus	1213588	8
UP000052105	Chaetoceros protobacilladnavirus 2 (Chaetoceros sp. DNA virus 7)	3052702	3
UP000052110	Cutthroat trout virus	1016879	3
UP000052122	Rhizobium sp. Leaf306	1736330	4551
UP000052161	Rhizobium sp. Leaf371	1736355	4411
UP000052167	Pseudorhizobium pelagicum	1509405	4557
UP000052232	Sphingobium cupriresistens LL01	1420583	4505
UP000052268	Novosphingobium barchaimii LL02	1114963	4834
UP000052943	Phytophthora nicotianae (Buckeye rot agent)	4790	15887
UP000052945	Streptomyces sp. NRRL WC-3605	1609103	6578
UP000052965	Sphingomonas sp. WG	1592629	3630
UP000052967	Merops nubicus (Northern carmine bee-eater)	57421	7657
UP000052978	Myotis brandtii (Brandt's bat)	109478	19243
UP000052979	Rathayibacter toxicus	145458	1904
UP000053012	Leucobacter sp. G161	663704	3093
UP000053024	Streptomyces bungoensis	285568	6972
UP000053031	Idiomarina sp. A28L	1036674	2298
UP000053033	Guyparkeria sp. XI15	1766620	2012
UP000053043	Methylobacterium sp. GXS13	1730094	5156
UP000053051	Richelia intracellularis HH01	1165094	2278
UP000053070	Aurantiacibacter gangjinensis	502682	2492
UP000053091	Lentimicrobium saccharophilum	1678841	3377
UP000053097	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	16497
UP000053102	Methylibium sp. NZG	1686064	3979
UP000053119	Egretta garzetta (Little egret)	188379	13489
UP000053127	Streptomyces yokosukanensis	67386	8391
UP000053144	Phaseolus angularis (Azuki bean) (Vigna angularis)	3914	33730
UP000053149	Pterocles gutturalis (yellow-throated sandgrouse)	240206	7373
UP000053171	Rothia kristinae	37923	1872
UP000053199	Pseudarthrobacter enclensis	993070	3738
UP000053226	Moellerella wisconsensis ATCC 35017	1354267	2776
UP000053235	Roseibium alexandrii	388408	4993
UP000053237	Albugo candida	65357	13200
UP000053244	Actinoplanes awajinensis subsp. mycoplanecinus	135947	9641
UP000053253	Arthrobacter sp. RIT-PI-e	1681197	2792
UP000053256	Streptomyces sp. NRRL F-4489	1609095	6270
UP000053260	Streptomyces dysideae	909626	8992
UP000053271	Streptomyces longwoodensis	68231	6937
UP000053279	Nanobsidianus stetteri	1294122	647
UP000053300	Comamonas kerstersii	225992	2662
UP000053317	Phaeomoniella chlamydospora	158046	6907
UP000053331	Halorubrum saccharovorum	2248	2334
UP000053352	Pyrodictium occultum	2309	1602
UP000053370	Flexilinea flocculi	1678840	2774
UP000053380	Saccharibacillus sacchari DSM 19268	915437	299
UP000053401	Klebsiella sp. RIT-PI-d	1681196	3739
UP000053405	Gordonia hirsuta DSM 44140 = NBRC 16056	1121927	3215
UP000053420	Streptomyces sp. NRRL S-1521	1609100	6869
UP000053429	Streptomyces caeruleatus	661399	8422
UP000053431	Streptomyces sp. DSM 15324	1739111	7596
UP000053444	Mycobacterium sp. GA-2829	1772283	5935
UP000053447	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	3746
UP000053455	Aurantiacibacter marinus	874156	2546
UP000053464	Aurantiacibacter luteus	1581420	2651
UP000053474	Cupriavidus sp. HPC(L)	1217418	4779
UP000053475	Aspergillus ustus	40382	706
UP000053482	Burkholderia dolosa AU0158	350701	4794
UP000053528	Pseudoglutamicibacter albus DNF00011	1401063	1446
UP000053531	Thiomicrospira sp. WB1	1685380	2043
UP000053573	Blastomyces silverae	2060906	8561
UP000053586	Glaciecola punicea ACAM 611	1121923	2883
UP000053638	Phaethon lepturus (White-tailed tropicbird)	97097	9152
UP000053675	Nitratireductor basaltis	472175	3449
UP000053676	Necator americanus (Human hookworm)	51031	19125
UP000053681	Priestia veravalensis	1414648	3896
UP000053688	Candidatus Photodesmus katoptron Akat1	1236703	853
UP000053709	Trichuris suis (pig whipworm)	68888	3288
UP000053745	Cathartes aura (Turkey vulture) (Vultur aura)	43455	7760
UP000053758	Pseudozyma antarctica (Yeast) (Candida antarctica)	84753	4672
UP000053761	Mesorhizobium sp. Root157	1736477	3925
UP000053766	Dictyocaulus viviparus (Bovine lungworm)	29172	14161
UP000053781	Thermoplasmatales archaeon SCGC AB-539-N05	1198116	844
UP000053784	Candidatus Photodesmus blepharus	1179155	923
UP000053791	Ruegeria marisrubri	1685379	3730
UP000053806	Fulmarus glacialis (Northern fulmar)	30455	8115
UP000053815	Mucor ambiguus	91626	11311
UP000053831	Escovopsis weberi	150374	6869
UP000053854	Podiceps cristatus (Great crested grebe)	345573	7899
UP000053872	Columba livia (Rock dove)	8932	17309
UP000053902	Pseudomonas saudiphocaensis	1499686	3411
UP000053922	Methanomassiliicoccales archaeon RumEn M2	1713725	1175
UP000053923	Streptomyces regalis	68262	9110
UP000053937	Chlorobium limicola	1092	1841
UP000053944	Psychromonas sp. PRT-SC03	1527299	787
UP000053947	Dehalogenimonas alkenigignens	1217799	1927
UP000053958	Rasamsonia emersonii CBS 393.64	1408163	9842
UP000053994	Bosea sp. WAO	406341	4978
UP000054004	Richelia intracellularis HM01	1165095	1674
UP000054010	Oscillochloris trichoides DG-6	765420	3230
UP000054011	Streptomyces kanasensis	936756	5622
UP000054023	Nesterenkonia jeotgali	317018	2504
UP000054024	Streptomyces curacoi	146536	7114
UP000054048	Streptomyces sp. NRRL F-5122	1609098	8450
UP000054051	Candidatus Glomeribacter gigasporarum BEG34	1070319	1471
UP000054058	Marinomonas ushuaiensis DSM 15871	1122207	3075
UP000054078	Tractidigestivibacter scatoligenes (Olsenella scatoligenes)	1299998	2032
UP000054093	Helicobacter suis HS5	710394	1136
UP000054099	Fictibacillus enclensis	1017270	4409
UP000054107	Parasitella parasitica	35722	13357
UP000054116	Cariama cristata (Red-legged seriema)	54380	8694
UP000054123	Mannheimia granulomatis	85402	2078
UP000054150	Pelecanus crispus (Dalmatian pelican)	36300	8686
UP000054172	Candidatus [Bacteroides] periocalifornicus	1702214	1579
UP000054190	Tyto alba (Barn owl)	56313	9263
UP000054237	Candidatus Methanomethylophilus sp. 1R26	1769296	1473
UP000054241	Streptomyces cellostaticus	67285	8025
UP000054262	Methylophilales bacterium HTCC2181	383631	1336
UP000054282	Plasmodium falciparum (isolate Dd2)	57267	5132
UP000054284	Candidatus Aramenus sulfurataquae	1326980	1975
UP000054289	Plasmodium falciparum (isolate HB3)	137071	4996
UP000054304	Lachancea lanzarotensis	1245769	5055
UP000054314	Cellulomonas bogoriensis 69B4 = DSM 16987	1386082	2898
UP000054319	Cellulomonas sp. B6	1295626	3428
UP000054324	Opisthorchis viverrini	6198	16307
UP000054352	Vogesella sp. EB	1526735	3143
UP000054357	Haloechinothrix halophila YIM 93223	592678	356
UP000054361	Fungal sp. (strain No.11243)	1603295	9692
UP000054363	Pseudidiomarina salinarum	435908	2100
UP000054375	Streptomyces griseorubiginosus	67304	8295
UP000054383	Talaromyces islandicus (Penicillium islandicum)	28573	9928
UP000054396	Pseudoponticoccus marisrubri	1685382	4264
UP000054404	Trueperella bernardiae	59561	1762
UP000054415	Marinosulfonomonas sp. PRT-SC04	1527300	1568
UP000054457	Microbulbifer sp. ZGT114	1685377	3054
UP000054460	Arthrobacter sp. Edens01	1732020	3212
UP000054487	Mesorhizobium sp. Root554	1736557	3514
UP000054502	Arcanobacterium sp. S3PF19	1219585	1003
UP000054510	Candidatus Aquiluna sp. IMCC13023	1081644	1364
UP000054516	Rosellinia necatrix (White root-rot fungus)	77044	12440
UP000054524	Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus)	1913371	2428
UP000054537	Actinoplanes utahensis	1869	7275
UP000054558	Klebsormidium nitens (Green alga) (Ulothrix nitens)	105231	16251
UP000054559	Coccidioides immitis RMSCC 3703	454286	10461
UP000054560	Sphaeroforma arctica JP610	667725	18649
UP000054562	Plasmodium falciparum IGH-CR14	580059	5050
UP000054563	Coccidioides immitis H538.4	396776	10588
UP000054564	Puccinia striiformis f. sp. tritici PST-78	1165861	19932
UP000054566	Plasmodium falciparum RAJ116	580058	3204
UP000054600	Legionella shakespearei DSM 23087	1122169	2916
UP000054608	Legionella rubrilucens	458	2847
UP000054618	Legionella quinlivanii	45073	2989
UP000054630	Trichinella nelsoni	6336	16597
UP000054653	Trichinella britovi (Parasitic roundworm)	45882	19931
UP000054662	Legionella worsleiensis	45076	2614
UP000054673	Trichinella sp. T6	92179	18636
UP000054681	Trichinella sp. T9	181606	17770
UP000054693	Legionella tucsonensis	40335	2936
UP000054698	Legionella feeleii	453	3273
UP000054717	Caballeronia telluris	326475	6225
UP000054721	Trichinella nativa	6335	16769
UP000054725	Legionella nautarum	45070	3169
UP000054729	Legionella waltersii	66969	3346
UP000054731	Streptomyces sp. AVP053U2	1737066	6655
UP000054761	Legionella israelensis	454	2821
UP000054771	Aspergillus calidoustus	454130	15359
UP000054776	Trichinella spiralis (Trichina worm)	6334	18572
UP000054783	Trichinella patagoniensis	990121	18337
UP000054785	Legionella geestiana	45065	2282
UP000054804	Streptomyces silvensis	1765722	7592
UP000054815	Trichinella pseudospiralis (Parasitic roundworm)	6337	14914
UP000054821	Trichoderma gamsii	398673	11178
UP000054823	Shimia marina	321267	3874
UP000054837	Serinicoccus chungangensis	767452	3100
UP000054843	Trichinella papuae	268474	15285
UP000054844	Roseomonas mucosa	207340	4204
UP000054845	Ceraceosorus bombacis	401625	8017
UP000054859	Legionella adelaidensis	45056	2194
UP000054869	Legionella lansingensis	45067	2630
UP000054874	Acetivibrio ethanolgignens	290052	3375
UP000054876	Aeromonas schubertii	652	3706
UP000054877	Legionella spiritensis	452	2908
UP000054924	Trichinella sp. T8	92180	18039
UP000054935	Tropicibacter naphthalenivorans	441103	4206
UP000054937	Pseudocohnilembus persalinus (Ciliate)	266149	13175
UP000054988	Moniliophthora roreri	221103	19789
UP000054997	Legionella londiniensis	45068	2172
UP000055024	Trichinella zimbabwensis	268475	18195
UP000055035	Legionella jordanis	456	2787
UP000055045	Penicillium freii	48697	11722
UP000055047	Anaplasma phagocytophilum (Ehrlichia phagocytophila)	948	990
UP000055048	Trichinella murrelli	144512	17983
UP000055060	Longilinea arvoryzae	360412	3871
UP000055136	Candidatus Tenderia electrophaga	1748243	3329
UP000055668	Erythrobacter sp. YT30	1735012	2997
UP000056090	Alteromonas australica	589873	3445
UP000056322	Candidatus Methylopumilus turicensis	1581680	1739
UP000056419	Bacteroides stercoris	46506	3155
UP000056630	Novosphingobium sp. Fuku2-ISO-50	1739114	3834
UP000056648	Pseudomonas sp. TAD18	1729583	4352
UP000058012	Novosphingobium fuchskuhlense	1117702	3491
UP000059074	Hyphomicrobium sulfonivorans	121290	3495
UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	12613
UP000059935	Flavobacterium sp. TAB 87	1729581	3323
UP000060544	Aureimonas sp. AU20	1349819	4772
UP000060778	Ignicoccus islandicus DSM 13165	940295	1510
UP000060779	Sphingobium sp. TKS	1315974	5795
UP000061032	Novosphingobium sp. FSW06-99	1739113	4210
UP000061227	Fructobacillus pseudoficulneus	220714	1336
UP000061305	Sphingopyxis sp. (strain 113P3)	292913	4365
UP000061489	Marinobacter similis	1420916	2692
UP000062160	Tepidanaerobacter syntrophicus	224999	2299
UP000062788	Burkholderia singularis	1503053	4578
UP000062973	Amycolatopsis methanolica 239	1068978	7005
UP000064007	Candidatus Methylopumilus planktonicus	1581557	1376
UP000064112	Flammeovirgaceae bacterium 311	1257021	5332
UP000064243	Thiobacillus denitrificans	36861	3078
UP000065734	Blastochloris viridis (Rhodopseudomonas viridis)	1079	3241
UP000066284	Candidatus Nitrospira inopinata	1715989	3371
UP000066737	Halobacterium hubeiense	1407499	3340
UP000067708	Rhodoluna lacicola	529884	1364
UP000068382	Tritonibacter horizontis	1768241	4579
UP000068905	Candidatus Pseudothioglobus singularis PS1	1125411	1681
UP000069632	Campylobacter geochelonis	1780362	1901
UP000069850	Methanoculleus bourgensis	83986	3446
UP000069902	Candidatus Protochlamydia naegleriophila	389348	2571
UP000069906	Halanaeroarchaeum sulfurireducens	1604004	2225
UP000070035	candidate division MSBL1 archaeon SCGC-AAA261F17	1698274	559
UP000070038	candidate division MSBL1 archaeon SCGC-AAA833K04	1698258	196
UP000070076	candidate division MSBL1 archaeon SCGC-AAA261O19	1698277	779
UP000070080	Amygdalobacter nucleatus	3029274	1471
UP000070107	Paramesorhizobium deserti	1494590	4946
UP000070121	Colletotrichum salicis	1209931	13783
UP000070133	Pseudocercospora eumusae	321146	11956
UP000070146	Mycobacterium sp. NAZ190054	1747766	5363
UP000070155	candidate division MSBL1 archaeon SCGC-AAA259I07	1698266	671
UP000070163	candidate division MSBL1 archaeon SCGC-AAA259A05	1698259	1212
UP000070168	Penicillium patulum (Penicillium griseofulvum)	5078	9628
UP000070175	candidate division MSBL1 archaeon SCGC-AAA382N08	1698285	431
UP000070184	candidate division MSBL1 archaeon SCGC-AAA259B11	1698260	852
UP000070186	Dechloromonas denitrificans	281362	3886
UP000070188	Carbonactinospora thermoautotrophica	1469144	4356
UP000070195	candidate division MSBL1 archaeon SCGC-AAA259D18	1698262	389
UP000070230	Sporosarcina sp. HYO08	1759557	2889
UP000070254	Bacteroidales bacterium KA00344	1497954	2869
UP000070256	candidate division MSBL1 archaeon SCGC-AAA385D11	1698286	299
UP000070257	candidate division MSBL1 archaeon SCGC-AAA259J03	1698269	964
UP000070263	candidate division MSBL1 archaeon SCGC-AAA382A20	1698280	947
UP000070284	candidate division MSBL1 archaeon SCGC-AAA259E19	1698264	1417
UP000070299	Paraglaciecola hydrolytica	1799789	4354
UP000070311	candidate division MSBL1 archaeon SCGC-AAA382A13	1698279	450
UP000070341	candidate division MSBL1 archaeon SCGC-AAA259M10	1698270	893
UP000070344	candidate division MSBL1 archaeon SCGC-AAA259O05	1698271	1138
UP000070352	Tepidibacillus decaturensis	1413211	2599
UP000070354	Rhodoplanes sp. Z2-YC6860	674703	7007
UP000070366	Christensenella minuta	626937	3119
UP000070373	candidate division MSBL1 archaeon SCGC-AAA259E17	1698263	891
UP000070387	Streptococcus sp. DD13	1777881	1649
UP000070399	candidate division MSBL1 archaeon SCGC-AAA833F18	1698257	278
UP000070400	candidate division MSBL1 archaeon SCGC-AAA261D19	1698273	687
UP000070404	candidate division MSBL1 archaeon SCGC-AAA382C18	1698281	551
UP000070405	candidate division MSBL1 archaeon SCGC-AAA261G05	1698276	601
UP000070412	Sarcoptes scabiei (Itch mite) (Acarus scabiei)	52283	9157
UP000070414	candidate division MSBL1 archaeon SCGC-AAA259I14	1698268	774
UP000070427	Fervidicola ferrireducens	520764	2421
UP000070442	Peptoniphilus coxii	755172	1860
UP000070456	Thermotalea metallivorans	520762	3013
UP000070463	candidate division MSBL1 archaeon SCGC-AAA259I09	1698267	1400
UP000070490	Coriobacteriales bacterium DNF00809	1588753	1709
UP000070491	candidate division MSBL1 archaeon SCGC-AAA382F02	1698282	344
UP000070498	Agrobacterium bohemicum	2052828	4304
UP000070500	Clostridiales bacterium KA00134	1588750	1672
UP000070503	Tissierellia bacterium KA00581	1588751	1550
UP000070504	candidate division MSBL1 archaeon SCGC-AAA382K21	1698283	218
UP000070520	candidate division MSBL1 archaeon SCGC-AAA261C02	1698272	703
UP000070529	Enterovibrio coralii	294935	3994
UP000070533	Prevotella corporis	28128	2956
UP000070539	Anaerotignum neopropionicum	36847	2804
UP000070542	Veillonellaceae bacterium DNF00626	1588754	1608
UP000070549	candidate division MSBL1 archaeon SCGC-AAA382A03	1698278	427
UP000070565	candidate division MSBL1 archaeon SCGC-AAA261F19	1698275	687
UP000070578	Candidatus Gallionella acididurans	1796491	3512
UP000070589	candidate division MSBL1 archaeon SCGC-AAA259D14	1698261	885
UP000070591	Corynebacterium sp. DNF00584	1384076	2623
UP000070612	Mycolicibacterium wolinskyi	59750	6894
UP000070620	Micromonospora rosaria	47874	5974
UP000070638	Streptococcus sp. DD12	1777880	1598
UP000070657	candidate division MSBL1 archaeon SCGC-AAA259E22	1698265	843
UP000070662	Bacteroidales bacterium KA00251	1497953	1795
UP000070675	Atopobium deltae	1393034	1442
UP000070720	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533	14162
UP000070810	Leucobacter chromiiresistens	1079994	2423
UP000071392	Cephaloticoccus capnophilus	1548208	1549
UP000072050	Streptococcus sp. DD10	1777878	2052
UP000072660	Ventosimonas gracilis	1680762	2412
UP000072741	Pseudacidovorax intermedius	433924	4770
UP000072763	Curtobacterium oceanosedimentum	465820	2921
UP000073492	Pseudocercospora musae	113226	11907
UP000074108	Bacillus coahuilensis p1.1.43	1150625	3184
UP000074382	Thermobifida cellulosilytica TB100	665004	3586
UP000074855	Plasmodium berghei (strain Anka)	5823	4927
UP000075224	Bacteroidetes bacterium UKL13-3	1690483	2576
UP000075227	Betaproteobacteria bacterium UKL13-2	1690485	2745
UP000075243	Cajanus cajan (Pigeon pea) (Cajanus indicus)	3821	47151
UP000075244	Tremblaya princeps	189385	134
UP000075267	Flammeovirga sp. SJP92	1775430	6269
UP000075320	Bdellovibrio bacteriovorus	959	3712
UP000075321	Halalkalicoccus paucihalophilus	1008153	4161
UP000075357	Microbacterium laevaniformans	36807	2869
UP000075363	Streptomyces sp. WAC04657	1779145	6442
UP000075374	Clostridium colicanis DSM 13634	1121305	2406
UP000075387	Ferrovum sp. PN-J185	1356306	1842
UP000075473	Acetobacter cerevisiae	178900	2662
UP000075531	Clostridium tepidiprofundi DSM 19306	1121338	2724
UP000075583	Roseivirga ehrenbergii (strain DSM 102268 / JCM 13514 / KCTC 12282 / NCIMB 14502 / KMM 6017)	279360	3632
UP000075602	Acidomyces richmondensis BFW	766039	11098
UP000075606	Roseivirga spongicola	333140	3854
UP000075613	Paraburkholderia monticola	1399968	6824
UP000075653	Ferrovum myxofaciens	416213	2451
UP000075666	Heyndrickxia sporothermodurans	46224	4209
UP000075667	Branchiibius sp. NY16-3462-2	1807500	3548
UP000075714	Gonium pectorale (Green alga)	33097	16224
UP000075737	Thermovenabulum gondwanense	520767	2237
UP000075806	Alkalihalobacillus trypoxylicola	519424	3934
UP000075809	Trachymyrmex zeteki	64791	14302
UP000076078	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	10208
UP000076116	Alloactinosynnema sp. L-07	1653480	7267
UP000076131	Rhodanobacter thiooxydans	416169	3493
UP000076154	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	39966	16572
UP000076268	Anaerosporomusa subterranea	1794912	3585
UP000076382	Thermoactinomyces sp. AS95	1811386	2550
UP000076400	Oceanibaculum pacificum	580166	3560
UP000076408	Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	11767
UP000076476	Aeribacillus pallidus	33936	3519
UP000076494	Microbacterium sp. T32	1776083	3267
UP000076512	Nocardia terpenica	455432	8083
UP000076535	Microbacterium sp. TNHR37B	1775956	3221
UP000076552	Colletotrichum tofieldiae	708197	12499
UP000076574	Tardiphaga robiniae	943830	5721
UP000076577	Pseudovibrio axinellae	989403	4634
UP000076580	Drechmeria coniospora	98403	8231
UP000076582	Lewinella sp. 4G2	1803372	3730
UP000076584	Colletotrichum incanum	1573173	12795
UP000076586	Paludibacter jiangxiensis	681398	2945
UP000076603	Clostridium magnum DSM 2767	1121326	6083
UP000076625	Crenobacter luteus	1452487	2660
UP000076643	Pseudoalteromonas luteoviolacea DSM 6061	1365250	5008
UP000076715	Aquimarina aggregata	1642818	5047
UP000076717	Rathayibacter tanaceti	1671680	3209
UP000076744	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	1081104	10050
UP000076825	Bordetella trematum	123899	4108
